"group_id"	"type"	"items_in_group"	"lo_value"	"p"	"FDR"	"goodsgrna"	"rank"	"log2FoldChange"
"RPS6KA5"	"x"	6	0.43538	0.48726	0.99903	1	719	0.14755
"nc_chr18_2"	"n"	1	0.43556	0.43543	0.99903	0	720	-0.0414
"PKD2"	"x"	6	0.43719	0.48847	0.99903	1	721	0.225
"SHC3"	"x"	6	0.43764	0.4888	0.99903	1	722	-0.0335
"MCM8"	"x"	6	0.43854	0.48935	0.99903	1	723	0.2198
"DUSP5"	"x"	6	0.43899	0.48961	0.99903	1	724	0.162
"COPB1"	"p"	6	0.43944	0.48991	0.99903	1	725	0.017
"nc_chr1_5"	"n"	1	0.44271	0.44258	0.99903	0	726	-0.0254
"BCL2L1"	"x"	6	0.44347	0.49243	0.99903	1	727	-0.1205
"STAT1"	"x"	6	0.44436	0.49302	0.99903	1	728	-0.014545
"HCLS1"	"x"	6	0.44569	0.49389	0.99903	1	729	0.18045
"WNT10A"	"x"	6	0.44658	0.49439	0.99903	1	730	-0.0599
"CCNA2"	"x"	6	0.44703	0.49465	0.99903	1	731	0.328
"SKA3"	"x"	6	0.44791	0.49523	0.99903	1	732	0.2655
"nc_chr11_11"	"n"	1	0.44853	0.44846	0.99903	0	733	-0.0391
"nc_chr8_2"	"n"	1	0.44902	0.44894	0.99903	0	734	-0.0239
"MAP3K5"	"x"	6	0.45013	0.4966	0.99903	1	735	-0.15525
"ERCC8"	"x"	6	0.45101	0.49715	0.99903	1	736	0.12275
"H3F3A"	"x"	6	0.45145	0.49743	0.99903	1	737	-0.08165
"JAK3"	"x"	6	0.45233	0.49804	0.99903	1	738	-0.0799
"CFLAR"	"x"	6	0.45365	0.49887	0.99903	1	739	0.2135
"PDX1"	"x"	6	0.45409	0.49912	0.99903	1	740	-0.00665
"CRB2"	"x"	5	0.45486	0.47552	0.99903	1	741	-0.171
"NFATC3"	"x"	6	0.45541	0.49998	0.99903	1	742	-0.0958
"MAP4K5"	"x"	6	0.45672	0.50082	0.99903	1	743	-0.0794
"KRT6B"	"x"	6	0.45891	0.5022	0.99903	1	744	-0.1865
"DAXX"	"x"	6	0.46021	0.50313	0.99903	1	745	0.39
"DEPTOR"	"x"	6	0.46108	0.50369	0.99903	1	746	-0.2355
"nc_chr5_7"	"n"	1	0.46138	0.46139	0.99903	0	747	-0.029
"nc_chr12_3"	"n"	1	0.4632	0.46343	0.99903	0	748	-0.0221
"nc_chr3_8"	"n"	1	0.46357	0.46389	0.99903	0	749	-0.0346
"TACC3"	"x"	6	0.46628	0.50694	0.99903	1	750	-0.10885
"CDON"	"x"	6	0.46671	0.50724	0.99903	1	751	-0.124
"ACTB"	"x"	6	0.46757	0.50778	0.99903	1	752	0.0675
"MAP3K1"	"x"	6	0.46843	0.50843	0.99903	1	753	-0.10185
"nc_chr21_6"	"n"	1	0.46902	0.4689	0.99903	0	754	-0.0352
"RNF8"	"x"	6	0.46929	0.50894	0.99903	1	755	-0.166
"GTF2H3"	"x"	6	0.46972	0.50921	0.99903	1	756	-5e-04
"FDPS"	"x"	6	0.47057	0.50986	0.99903	1	757	-0.1895
"VCP"	"x"	6	0.47186	0.51079	0.99903	1	758	-0.154
"HNRNPD"	"x"	6	0.47484	0.51293	0.99903	1	759	-0.115
"DYRK1A"	"x"	6	0.47612	0.51385	0.99903	1	760	-0.1135
"LRIG1"	"x"	6	0.47739	0.5147	0.99903	1	761	0.00795
"OGG1"	"x"	6	0.47824	0.51521	0.99903	1	762	0.0515
"nc_chr5_6"	"n"	1	0.47824	0.47845	0.99903	0	763	-0.012
"ATR"	"x"	6	0.47908	0.51578	0.99903	1	764	-0.147
"TGFB2"	"x"	6	0.4795	0.51601	0.99903	1	765	-0.223
"CHEK2"	"x"	6	0.48161	0.51735	0.99903	1	766	-0.0472
"CHD8"	"x"	6	0.48245	0.51796	0.99903	1	767	0.05385
"CDX2"	"x"	6	0.48287	0.51822	0.99903	1	768	0.12108
"nc_chrX_5"	"n"	1	0.48321	0.48334	0.99903	0	769	-0.0182
"nc_chr15_11"	"n"	1	0.48478	0.48513	0.99903	0	770	-0.0112
"MSH3"	"x"	6	0.4858	0.52036	0.99903	1	771	-0.1905
"nc_chr9_2"	"n"	1	0.48697	0.48732	0.99903	0	772	-0.0125
"RHOB"	"x"	6	0.48706	0.52128	0.99903	1	773	-0.0021
"ELK1"	"x"	6	0.48831	0.52214	0.99903	1	774	-0.0015
"FZD10"	"x"	5	0.48833	0.50191	0.99903	1	775	-0.00534
"nc_chr2_11"	"n"	1	0.48891	0.48931	0.99903	0	776	-0.0156
"IL6"	"x"	6	0.48914	0.52267	0.99903	1	777	-0.0145
"nc_chr8_11"	"n"	1	0.49012	0.49032	0.99903	0	778	-0.0166
"nc_chr21_10"	"n"	1	0.4906	0.49092	0.99903	0	779	-0.00807
"nc_chr1_11"	"n"	1	0.49206	0.4923	0.99903	0	780	-0.0129
"CCNA1"	"x"	6	0.49287	0.52522	0.99903	1	781	0.2895
"PLK4"	"x"	6	0.49328	0.52553	0.99903	1	782	-0.00595
"WWP1"	"x"	6	0.49452	0.52638	0.99903	1	783	-0.0687
"nc_chr13_10"	"n"	1	0.49606	0.49635	0.99903	0	784	-0.0102
"nc_chr21_11"	"n"	1	0.49642	0.49672	0.99903	0	785	-0.00491
"MNAT1"	"x"	6	0.49739	0.52844	0.99903	1	786	-0.08025
"PPP1CB"	"x"	6	0.4978	0.52872	0.99903	1	787	-0.1355
"SOX10"	"x"	6	0.49821	0.52906	0.99903	1	788	-0.005
"CDK9"	"x"	6	0.49985	0.53026	0.99903	1	789	-0.1305
"SMOC1"	"x"	6	0.50026	0.53054	0.99903	1	790	-0.345
"nc_chr8_4"	"n"	1	0.50042	0.50068	0.99903	0	791	-0.00682
"nc_chr9_6"	"n"	1	0.50079	0.5011	0.99903	0	792	-0.00581
"PARG"	"x"	6	0.5023	0.53198	0.99903	1	793	0.11407
"GTF2H2"	"x"	6	0.5027	0.53225	0.99903	1	794	-0.023735
"nc_chr13_4"	"n"	1	0.50333	0.50367	0.99903	0	795	-0.0023
"nc_chr6_6"	"n"	1	0.50358	0.50391	0.99903	0	796	-0.00332
"nc_chr11_4"	"n"	1	0.50382	0.50414	0.99903	0	797	-0.00222
"CASP8"	"x"	6	0.50392	0.53313	0.99903	1	798	-0.0773
"nc_chr10_2"	"n"	1	0.50394	0.50427	0.99903	0	799	-0.0021
"LAMTOR3"	"x"	6	0.50594	0.53456	0.99903	1	800	0.10615
"PRKCG"	"x"	6	0.50635	0.53484	0.99903	1	801	-0.04545
"nc_chr17_4"	"n"	1	0.50649	0.50677	0.99903	0	802	-0.000226
"LTB4R2"	"x"	6	0.50675	0.53511	0.99903	1	803	0.285
"CAV1"	"x"	6	0.50836	0.5362	0.99903	1	804	-0.09085
"APLP2"	"x"	6	0.50917	0.53681	0.99903	1	805	-0.0391
"nc_chr14_9"	"n"	1	0.50976	0.51009	0.99903	0	806	0.000505
"BMPR2"	"x"	6	0.50997	0.53739	0.99903	1	807	-0.062725
"DUSP1"	"x"	6	0.51037	0.53772	0.99903	1	808	0.0285
"CDH2"	"x"	6	0.51238	0.53914	0.99903	1	809	0.4395
"MAPKAPK3"	"x"	6	0.51278	0.53939	0.99903	1	810	0.11565
"FZD3"	"x"	6	0.51397	0.5401	0.99903	1	811	-0.02015
"IL20RA"	"x"	6	0.51437	0.54041	0.99903	1	812	-0.0635
"SMG7"	"x"	6	0.51517	0.54089	0.99903	1	813	-0.1645
"DNTT"	"x"	6	0.51557	0.54113	0.99903	1	814	-0.1216
"EPHA3"	"x"	6	0.51636	0.54166	0.99903	1	815	-0.057525
"nc_chrX_7"	"n"	1	0.51752	0.51755	0.99903	0	816	0.00392
"CTBP1"	"x"	6	0.51834	0.54316	0.99903	1	817	-0.07999845
"DUSP4"	"x"	6	0.51953	0.54383	0.99903	1	818	0.09225
"TDP1"	"x"	6	0.52032	0.54438	0.99903	1	819	0.14365
"EGFR"	"x"	6	0.52071	0.54466	0.99903	1	820	0.2165
"GINS4"	"x"	6	0.52111	0.54491	0.99903	1	821	-0.1955
"EP300"	"x"	6	0.5215	0.54524	0.99903	1	822	-0.09145
"ID3"	"x"	6	0.52189	0.54558	0.99903	1	823	-0.01875
"nc_chr16_9"	"n"	1	0.52261	0.52297	0.99903	0	824	0.00992
"SHISA9"	"x"	6	0.52347	0.54683	0.99903	1	825	0.183
"NDN"	"x"	5	0.52417	0.53136	0.99903	1	826	-0.0648
"CALM1"	"x"	6	0.52659	0.54896	0.99903	1	827	0.0081
"TCF7L2"	"x"	6	0.52815	0.55008	0.99903	1	828	0.126
"TOP1"	"x"	6	0.52893	0.55068	0.99903	1	829	-0.0441
"VPS37A"	"x"	6	0.52932	0.55091	0.99903	1	830	0.066
"ST3GAL4"	"x"	6	0.53203	0.55281	0.99903	1	831	-0.01385
"MEN1"	"x"	6	0.53434	0.5547	0.99903	1	832	0.0335
"ORC5"	"x"	6	0.53588	0.55587	0.99903	1	833	-0.05875
"nc_chr15_9"	"n"	1	0.53631	0.53612	0.99903	0	834	0.0127
"GNG3"	"x"	6	0.53741	0.55713	0.99903	1	835	-0.038135
"RPL27"	"p"	6	0.5378	0.55746	0.99903	1	836	0.1575
"NR3C1"	"x"	6	0.53932	0.55861	0.99903	1	837	0.02745
"PTEN"	"x"	6	0.54047	0.55942	0.99903	1	838	0.0682
"EIF2B5"	"x"	6	0.54085	0.55974	0.99903	1	839	-0.1095
"MAPK12"	"x"	6	0.54199	0.56055	0.99903	1	840	0.14185
"IKBKG"	"x"	6	0.54539	0.56323	0.99903	1	841	0.161
"nc_chr14_11"	"n"	1	0.54577	0.54595	0.99903	0	842	0.0196
"FOXM1"	"x"	6	0.54614	0.56371	0.99903	1	843	0.20757
"NAMPT"	"x"	6	0.54652	0.56412	0.99903	1	844	0.2605
"ZFYVE9"	"x"	6	0.5469	0.56447	0.99903	1	845	-0.07
"nc_chr4_4"	"n"	1	0.54722	0.54741	0.99903	0	846	0.0225
"nc_chr19_5"	"n"	1	0.54783	0.54793	0.99903	0	847	0.0419
"YWHAB"	"x"	6	0.54802	0.56531	0.99903	1	848	-0.0695
"nc_chr9_8"	"n"	1	0.54856	0.54869	0.99903	0	849	0.0257
"TAOK1"	"x"	6	0.54877	0.56597	0.99903	1	850	-0.0479
"PIP4K2B"	"x"	6	0.54952	0.56653	0.99903	1	851	0.2065
"HOXB7"	"x"	5	0.55003	0.554	0.99903	1	852	0.398
"XRCC6"	"x"	6	0.55102	0.56778	0.99903	1	853	0.078565
"nc_chr13_5"	"n"	1	0.55159	0.5517	0.99903	0	854	0.0262
"BAD"	"x"	6	0.55288	0.56923	0.99903	1	855	-0.1016
"nc_chr19_9"	"n"	1	0.55377	0.55392	0.99903	0	856	0.0972
"DIABLO"	"x"	6	0.554	0.57012	0.99903	1	857	-0.1116
"DCPS"	"x"	6	0.55437	0.57034	0.99903	1	858	-0.13025
"nc_chr14_1"	"n"	1	0.55438	0.55461	0.99903	0	859	0.0169
"nc_chr3_10"	"n"	1	0.55486	0.55508	0.99903	0	860	0.0158
"PPP2CA"	"x"	6	0.55733	0.57256	0.99903	1	861	-0.11445
"VIM"	"x"	6	0.55806	0.57315	0.99903	1	862	0.00449999999999999
"nc_chr3_2"	"n"	1	0.55947	0.55993	0.99903	0	863	0.0499
"WNK1"	"x"	6	0.561	0.57534	0.99903	1	864	0.334
"PDGFRB"	"x"	6	0.5632	0.57699	0.99903	1	865	0.04085
"RECQL5"	"x"	6	0.56392	0.57759	0.99903	1	866	-0.26
"ZBTB14"	"x"	6	0.56502	0.57852	0.99903	1	867	-0.12125
"PIK3CG"	"x"	6	0.56538	0.57875	0.99903	1	868	0.0194
"SMC5"	"x"	6	0.56611	0.5793	0.99903	1	869	-0.155
"SMARCA4"	"x"	6	0.56647	0.5797	0.99903	1	870	-0.06425
"HSP90AA1"	"x"	6	0.56792	0.58082	0.99903	1	871	0.068385
"KIF18B"	"x"	6	0.56936	0.58192	0.99903	1	872	-0.008
"PTPN12"	"x"	6	0.57008	0.58244	0.99903	1	873	0.1105
"BRIP1"	"x"	6	0.5708	0.58301	0.99903	1	874	0.18755
"nc_chr3_9"	"n"	1	0.57123	0.57187	0.99903	0	875	0.0535
"CYB5B"	"x"	6	0.57152	0.58364	0.99903	1	876	0.0145
"nc_chr3_5"	"n"	1	0.57171	0.57239	0.99903	0	877	0.0444
"DACT2"	"x"	6	0.57188	0.58392	0.99903	1	878	0.077
"nc_chr21_4"	"n"	1	0.5745	0.57523	0.99903	0	879	0.055
"LIF"	"x"	6	0.5751	0.5866	0.99903	1	880	-0.0249
"RPL9"	"p"	6	0.57616	0.58747	0.99903	1	881	0.02895
"ERG"	"x"	6	0.57652	0.58774	0.99903	1	882	0.03925
"MUS81"	"x"	6	0.57688	0.58799	0.99903	1	883	0.00194999999999999
"DOK1"	"x"	6	0.57759	0.58864	0.99903	1	884	-0.0701
"PIK3R1"	"x"	6	0.57829	0.58914	0.99903	1	885	-0.09485
"nc_chr6_11"	"n"	1	0.57875	0.57959	0.99903	0	886	0.0373
"CRK"	"x"	6	0.579	0.58975	0.99903	1	887	0.163
"INPPL1"	"x"	6	0.57971	0.59044	0.99903	1	888	0.07
"CEBPA"	"x"	6	0.58006	0.59076	0.99903	1	889	0.1744
"RET"	"x"	6	0.58042	0.59107	0.99903	1	890	-0.0537
"RPL30"	"p"	6	0.58077	0.59141	0.99903	1	891	-0.119
"RIN1"	"x"	6	0.58147	0.592	0.99903	1	892	0.05034
"NGFR"	"x"	6	0.58182	0.59227	0.99903	1	893	-0.0739
"PKN1"	"x"	6	0.58253	0.59279	0.99903	1	894	-0.00485
"ANLN"	"x"	6	0.58288	0.59305	0.99903	1	895	0.0047
"IKBKAP"	"x"	6	0.58533	0.59498	0.99903	1	896	-0.010985
"nc_chr5_1"	"n"	1	0.58602	0.58696	0.99903	0	897	0.0358
"SIK2"	"x"	6	0.58603	0.59542	0.99903	1	898	-0.0294
"ZFP36"	"x"	6	0.58707	0.5962	0.99903	1	899	0.26
"DERL2"	"x"	6	0.58812	0.59711	0.99903	1	900	-0.2965
"PAK4"	"x"	6	0.58846	0.59746	0.99903	1	901	0.1485
"nc_chr2_10"	"n"	1	0.58881	0.5897	0.99903	0	902	0.0277
"GLI2"	"x"	6	0.58916	0.59803	0.99903	1	903	0.00135
"FAM107A"	"x"	6	0.59089	0.59923	0.99903	1	904	-0.216
"FUT3"	"x"	6	0.59227	0.60035	0.99903	1	905	-0.25
"TNFRSF1B"	"x"	6	0.59261	0.60061	0.99903	1	906	-0.129
"PHF20"	"x"	6	0.59296	0.60094	0.99903	1	907	0.13025
"STAT3"	"x"	6	0.5933	0.60118	0.99903	1	908	-0.241
"SOX3"	"x"	6	0.59364	0.60149	0.99903	1	909	0.09305
"nc_chr17_8"	"n"	1	0.5939	0.5947	0.99903	0	910	0.0376
"EMC4"	"x"	6	0.59433	0.60204	0.99903	1	911	-0.03425
"EIF2B1"	"x"	6	0.59536	0.60291	0.99903	1	912	0.1215
"CDK1"	"x"	6	0.59604	0.60343	0.99903	1	913	0.1165
"MED19"	"x"	6	0.59638	0.60376	0.99903	1	914	-0.05895
"IL22RA1"	"x"	6	0.59707	0.60432	0.99903	1	915	0.06665
"FANCD2"	"x"	6	0.59809	0.60514	0.99903	1	916	-0.146
"nc_chr6_9"	"n"	1	0.59948	0.60059	0.99903	0	917	0.0445
"nc_chr5_10"	"n"	1	0.5996	0.60069	0.99903	0	918	0.046
"YWHAG"	"x"	6	0.59979	0.60634	0.99903	1	919	-0.03085
"BCL2L11"	"x"	6	0.60013	0.6067	0.99903	1	920	0.0031
"MAPKAPK5"	"x"	6	0.60046	0.60701	0.99903	1	921	-0.08505
"KLK3"	"x"	6	0.60114	0.60759	0.99903	1	922	0.0091
"GEN1"	"x"	6	0.60148	0.60788	0.99903	1	923	0.06915
"HSF1"	"x"	6	0.60215	0.60842	0.99903	1	924	0.1775
"TNFRSF1A"	"x"	6	0.60283	0.60888	0.99903	1	925	-0.010499847
"nc_chr14_5"	"n"	1	0.60299	0.60426	0.99903	0	926	0.0413
"nc_chr8_3"	"n"	1	0.60348	0.60475	0.99903	0	927	0.0561
"DPYSL2"	"x"	6	0.60384	0.6098	0.99903	1	928	0.0575
"nc_chr14_10"	"n"	1	0.60409	0.60535	0.99903	0	929	0.0952
"CTNNBIP1"	"x"	6	0.60418	0.61003	0.99903	1	930	-0.1074
"COMT"	"x"	6	0.60686	0.61226	0.99903	1	931	0.04735
"GNB1"	"x"	6	0.60752	0.61279	0.99903	1	932	0.1097
"PTPN7"	"x"	4	0.60796	0.60848	0.99903	0	933	-0.031245
"PPP4R2"	"x"	6	0.60819	0.6133	0.99903	1	934	0.01395
"nc_chr6_5"	"n"	1	0.60857	0.60982	0.99903	0	935	0.0352
"MPG"	"x"	6	0.60952	0.61446	0.99903	1	936	-0.1605
"RND3"	"x"	6	0.60985	0.61475	0.99903	1	937	-0.1326
"EEF2K"	"x"	6	0.61052	0.61527	0.99903	1	938	0.03589
"SGK3"	"x"	6	0.61118	0.61583	0.99903	1	939	0.16865
"nc_chrX_11"	"n"	1	0.61124	0.61237	0.99903	0	940	0.0446
"ERBB3"	"x"	6	0.61151	0.61612	0.99903	1	941	0.017
"nc_chr7_1"	"n"	1	0.61172	0.61279	0.99903	0	942	0.0467
"ATP6V1D"	"x"	6	0.61184	0.61646	0.99903	1	943	0.0055
"MAP3K7"	"x"	5	0.61248	0.61256	0.99903	0	944	-0.00602
"MAPK14"	"x"	6	0.61283	0.61722	0.99903	1	945	-0.1305
"BUB3"	"x"	6	0.61316	0.61743	0.99903	1	946	-0.2735
"nc_chr1_9"	"n"	1	0.61342	0.61454	0.99903	0	947	0.0487
"ESPL1"	"x"	6	0.61349	0.61765	0.99903	1	948	-0.13625
"CAMK2G"	"x"	6	0.61415	0.61821	0.99903	1	949	0.1002
"ERCC6"	"x"	6	0.61546	0.61931	0.99903	1	950	0.0584
"MIOS"	"x"	6	0.61612	0.61982	0.99903	1	951	-0.2065
"PIN1"	"x"	6	0.61677	0.62039	0.99903	1	952	-0.0665
"nc_chr2_3"	"n"	1	0.61742	0.6186	0.99903	0	953	0.0508
"FZD2"	"x"	6	0.61775	0.62119	0.99903	1	954	0.113
"nc_chr15_10"	"n"	1	0.61815	0.61928	0.99903	0	955	0.0467
"EIF2B4"	"x"	6	0.61938	0.62261	0.99903	1	956	0.00795
"CETN2"	"x"	6	0.61971	0.62291	0.99903	1	957	-0.179
"EIF2B3"	"x"	6	0.62003	0.62322	0.99903	1	958	0.065665
"RIPK1"	"x"	6	0.62068	0.62377	0.99903	1	959	0.0861
"NMNAT1"	"x"	6	0.62198	0.62486	0.99903	1	960	0.012515
"CWF19L2"	"x"	6	0.6223	0.62512	0.99903	1	961	0.0419
"CCND2"	"x"	6	0.62262	0.62538	0.99903	1	962	-0.1605
"PLCG1"	"x"	6	0.62295	0.62568	0.99903	1	963	-0.11625
"ERCC3"	"x"	6	0.62327	0.62599	0.99903	1	964	-0.0522
"CDC42"	"x"	6	0.62424	0.62676	0.99903	1	965	-0.10705
"TH"	"x"	6	0.62456	0.62712	0.99903	1	966	0.1187
"KDR"	"x"	6	0.62552	0.6279	0.99903	1	967	0.158
"ACACA"	"x"	6	0.62616	0.62838	0.99903	1	968	-0.07765
"GJA1"	"x"	6	0.62776	0.62995	0.99903	1	969	0.26
"F3"	"x"	6	0.62808	0.63018	0.99903	1	970	-0.08875
"NOTCH2"	"x"	6	0.6284	0.63046	0.99903	1	971	0.2705
"SLC2A4"	"x"	6	0.62872	0.63073	0.99903	1	972	0.3305
"UBE2V2"	"x"	6	0.63189	0.63367	0.99903	1	973	-0.0678
"CSF2RA"	"x"	6	0.63316	0.63473	0.99903	1	974	-0.025105
"PTPN3"	"x"	5	0.63359	0.6337	0.99903	0	975	-0.162
"MYOCD"	"x"	6	0.63536	0.63664	0.99903	1	976	0.0244
"TP63"	"x"	6	0.63567	0.63694	0.99903	1	977	-0.1985
"SMARCD3"	"x"	6	0.63599	0.6373	0.99903	1	978	-0.2825
"SURF1"	"x"	6	0.63755	0.63874	0.99903	1	979	-0.05799
"PPP1R8"	"x"	6	0.63849	0.63967	0.99903	1	980	-0.08525
"nc_chr13_2"	"n"	1	0.63852	0.64003	0.99903	0	981	0.0772
"APC"	"x"	6	0.6388	0.63989	0.99903	1	982	0.1785
"TADA2B"	"x"	6	0.64097	0.6418	0.99903	1	983	-0.09085
"TOB1"	"x"	6	0.64128	0.64212	0.99903	1	984	-0.074
"EEF1A1"	"x"	6	0.6419	0.64266	0.99903	1	985	-0.0725
"SYK"	"x"	6	0.64313	0.64384	0.99903	1	986	0.1203
"FAAP24"	"x"	6	0.64344	0.6441	0.99903	1	987	-0.07195
"WRB"	"x"	6	0.64406	0.64467	0.99903	1	988	-0.06885
"FRS2"	"x"	6	0.64529	0.64593	0.99903	1	989	-0.116
"PLK3"	"x"	6	0.64559	0.64619	0.99903	1	990	-0.00125
"KCTD10"	"x"	6	0.64682	0.64729	0.99903	1	991	-0.12925
"SLC7A5"	"x"	6	0.64712	0.64761	0.99903	1	992	-0.0869
"RNASEH2C"	"x"	5	0.64723	0.64749	0.99903	0	993	-0.0721
"FANCA"	"x"	6	0.64773	0.64808	0.99903	1	994	-0.0697
"SIAH2"	"x"	6	0.64926	0.64947	0.99903	1	995	-0.212
"nc_chr20_3"	"n"	1	0.64931	0.65117	0.99903	0	996	0.0747
"NEIL3"	"x"	6	0.64986	0.65011	0.99903	1	997	-0.04055
"FGFR3"	"x"	6	0.65077	0.65093	0.99903	1	998	0.0867
"MAPK8IP2"	"x"	6	0.65168	0.65168	0.99903	1	999	0.00889
"SEPSECS"	"x"	6	0.65289	0.65282	0.99903	1	1000	0.0285
"CDK7"	"x"	6	0.65319	0.65308	0.99903	1	1001	0.06685
"ZAP70"	"x"	6	0.65409	0.654	0.99903	1	1002	-0.02295
"MET"	"x"	6	0.65529	0.65523	0.99903	1	1003	0.1444
"CDK8"	"x"	6	0.65559	0.65555	0.99903	1	1004	0.2595
"FOXO6"	"x"	6	0.65678	0.65676	0.99903	1	1005	0.0893
"EME1"	"x"	6	0.65797	0.65792	0.99903	1	1006	0.0815
"nc_chr1_10"	"n"	1	0.65913	0.66051	0.99903	0	1007	0.076
"PRIM1"	"x"	5	0.65969	0.65967	0.99903	0	1008	0.265
"XRCC2"	"x"	6	0.66035	0.66023	0.99903	1	1009	-0.0644
"DOT1L"	"x"	6	0.66064	0.66051	0.99903	1	1010	0.0819
"PTPRD"	"x"	6	0.66271	0.66248	0.99903	1	1011	-0.03765
"SRC"	"x"	6	0.66418	0.66395	0.99903	1	1012	-0.13
"KLF4"	"x"	6	0.66564	0.66535	0.99903	1	1013	0.247
"nc_chr11_9"	"n"	1	0.66604	0.66711	0.99903	0	1014	0.11
"PSMD7"	"p"	6	0.66651	0.66614	0.99903	1	1015	-0.09555
"ARPC4"	"x"	6	0.66709	0.6667	0.99903	1	1016	-0.09575
"RPS19"	"p"	6	0.66855	0.66794	0.99903	1	1017	0.1525
"FCGR2A"	"x"	6	0.66884	0.66822	0.99903	1	1018	-0.02135
"nc_chr16_8"	"n"	1	0.67077	0.67174	0.99903	0	1019	0.155
"MAPK13"	"x"	6	0.67086	0.67017	0.99903	1	1020	-0.089
"KSR1"	"x"	6	0.67143	0.67077	0.99903	1	1021	-0.01216
"RPS9"	"p"	6	0.6723	0.67159	0.99903	1	1022	-0.05535
"LEF1"	"x"	6	0.67287	0.67219	0.99903	1	1023	-0.06505
"CASP3"	"x"	6	0.67373	0.67306	0.99903	1	1024	0.0999
"EXOSC1"	"x"	6	0.67487	0.6743	0.99903	1	1025	0.04865
"GINS3"	"x"	6	0.67573	0.6752	0.99903	1	1026	0.00893
"MAPK10"	"x"	5	0.67748	0.67705	0.99903	0	1027	-0.0332
"GTF2I"	"x"	6	0.678	0.67736	0.99903	0	1028	0.08165
"UBE2A"	"x"	6	0.67884	0.67829	0.99903	0	1029	0.171
"nc_chrX_1"	"n"	1	0.67901	0.67952	0.99903	0	1030	0.0567
"MMP7"	"x"	6	0.67913	0.67855	0.99903	0	1031	-0.08595
"nc_chrX_9"	"n"	1	0.67962	0.68012	0.99903	0	1032	0.0827
"PPM1D"	"x"	6	0.67969	0.67902	0.99903	0	1033	0.2115
"BMI1"	"x"	6	0.68053	0.67982	0.99903	0	1034	-0.1655
"CTBP2"	"x"	6	0.68222	0.68129	0.99903	0	1035	0.07235
"nc_chr3_4"	"n"	1	0.68301	0.68366	0.99903	0	1036	0.296
"MMP9"	"x"	6	0.68306	0.68219	0.99903	0	1037	0.0254
"SMAD2"	"x"	6	0.68334	0.68254	0.99903	0	1038	0.03165
"nc_chr18_3"	"n"	1	0.68374	0.68451	0.99903	0	1039	0.0688
"SPAG9"	"x"	6	0.68445	0.68353	0.99903	0	1040	0.0936
"KIT"	"x"	6	0.68501	0.68403	0.99903	0	1041	0.115
"VPS33A"	"x"	5	0.68525	0.68488	0.99903	0	1042	0.0789
"PDPK1"	"x"	6	0.68584	0.68483	0.99903	0	1043	-0.03145
"FYN"	"x"	6	0.68667	0.68574	0.99903	0	1044	-0.121
"nc_chr15_6"	"n"	1	0.68811	0.68869	0.99903	0	1045	0.147
"PSMD6"	"p"	6	0.68832	0.68732	0.99903	0	1046	0.057
"nc_chr9_1"	"n"	1	0.68883	0.68945	0.99903	0	1047	0.0707
"RELA"	"x"	6	0.68888	0.6879	0.99903	0	1048	-0.1073
"CCNB1"	"x"	6	0.68942	0.68841	0.99903	0	1049	-0.11425
"CDC73"	"x"	6	0.6897	0.68868	0.99903	0	1050	-0.0795
"ETV1"	"x"	6	0.68997	0.68895	0.99903	0	1051	0.0168
"LGALS3"	"x"	6	0.69134	0.69027	0.99903	0	1052	-0.04265
"IRS1"	"x"	5	0.69239	0.69213	0.99903	0	1053	0.318
"ACVR2A"	"x"	6	0.6927	0.69163	0.99903	0	1054	-0.12845
"PSMC1"	"p"	6	0.69325	0.69221	0.99903	0	1055	0.1745
"FAIM2"	"x"	5	0.69451	0.69436	0.99903	0	1056	0.0548
"HECTD1"	"x"	6	0.6946	0.69361	0.99903	0	1057	-0.0678
"VPS4A"	"x"	6	0.69488	0.69388	0.99903	0	1058	0.1635
"POLQ"	"x"	6	0.69515	0.69411	0.99903	0	1059	0.177
"PTK7"	"x"	6	0.69542	0.69439	0.99903	0	1060	-0.083
"PIK3C3"	"x"	6	0.69623	0.69527	0.99903	0	1061	0.05628
"UBIAD1"	"x"	6	0.69649	0.6955	0.99903	0	1062	-0.03475
"nc_chr7_6"	"n"	1	0.69744	0.69799	0.99903	0	1063	0.0822
"GFPT1"	"x"	5	0.69755	0.69751	0.99903	0	1064	0.105
"NR4A3"	"x"	6	0.69811	0.69735	0.99903	0	1065	-0.01815
"CTLA4"	"x"	6	0.69838	0.69765	0.99903	0	1066	0.00265
"LRP6"	"x"	6	0.69864	0.69796	0.99903	0	1067	0.1985
"FGF2"	"x"	6	0.69891	0.69823	0.99903	0	1068	0.284
"PPP1R2"	"x"	6	0.69918	0.69854	0.99903	0	1069	-0.1078
"LPP"	"x"	6	0.69998	0.6993	0.99903	0	1070	-0.00165
"XIAP"	"x"	6	0.70051	0.6999	0.99903	0	1071	0.1126
"JUND"	"x"	6	0.70211	0.70146	0.99903	0	1072	-0.02285
"E2F1"	"x"	6	0.70343	0.70259	0.99903	0	1073	0.3905
"TBK1"	"x"	6	0.70369	0.70289	0.99903	0	1074	0.0184
"AURKA"	"x"	6	0.70422	0.70348	0.99903	0	1075	-0.14015
"PPP2R5D"	"x"	6	0.70475	0.70398	0.99903	0	1076	0.034
